school_type, school_no, school_status, longitude, latitude
"Secondary",1744,"O",146.311,-36.3387
"Primary",1747,"O",145.237,-37.7932
"Primary",1750,"O",146.416,-38.3164
"Primary",1751,"O",145.175,-37.8623
"Primary",1752,"O",144.998,-37.6777
"Primary",1754,"O",141.662,-36.3277
"Primary",1758,"O",144.717,-37.5684
"Primary",1759,"O",145.177,-37.7744
"Primary",1760,"O",145.191,-38.1553
"Primary",1761,"O",144.82,-37.7337
"Primary",1762,"O",145.199,-37.9463
"Primary",1763,"O",144.993,-37.7022
"Primary",1764,"O",144.775,-37.7363
"Secondary",1765,"O",144.799,-37.7389
"Secondary",1766,"O",145.373,-38.052
"Pri/Sec",1767,"O",142.218,-36.7082
"Primary",1770,"O",145.137,-37.6841
"Pri/Sec",1771,"O",145.215,-37.8801
"Pri/Sec",1773,"O",145.01,-37.8582
"Pri/Sec",1775,"O",144.725,-37.8508
"Primary",1778,"O",144.33,-38.2025
"Primary",1779,"O",144.821,-37.7106
"Primary",1780,"O",144.573,-37.7097
"Primary",1781,"O",145.119,-37.6822
"Primary",1782,"O",145.235,-37.8534
"Primary",1784,"O",144.82,-37.8003
"Pri/Sec",1787,"O",145.055,-37.695
"Pri/Sec",1788,"O",144.999,-37.7472
"Pri/Sec",1958,"O",144.936,-37.6847
"Primary",1789,"O",145.269,-37.7827
"Pri/Sec",1792,"O",145.304,-37.7629
"Pri/Sec",1793,"O",144.205,-37.0885
"Pri/Sec",1794,"O",144.318,-38.0972
"Pri/Sec",1795,"O",145.453,-37.8567
"Secondary",1800,"O",146.862,-36.1296
"Secondary",1801,"O",144.85,-37.7859
"Primary",1803,"O",143.8,-37.5535
"Primary",1804,"O",145.396,-37.7905
"Primary",1805,"O",145.219,-37.7733
"Primary",1806,"O",146.511,-38.1876
"Primary",1807,"O",144.931,-37.5986
"Primary",1808,"O",145.146,-38.1721
"Primary",1809,"O",145.059,-37.665
"Secondary",1810,"O",145.081,-37.7034
"Secondary",1811,"O",144.55,-37.6772
"Pri/Sec",1812,"O",145.354,-38.5103
"Primary",1813,"O",141.59,-38.3568
"Pri/Sec",1814,"O",144.313,-38.1852
"Pri/Sec",1816,"O",145.339,-37.7878
"Primary",1819,"O",144.98,-37.7892
"Primary",1820,"O",145.258,-37.9805
"Primary",1821,"O",145.107,-37.9349
"Primary",1822,"O",145.101,-38.1977
"Primary",1823,"O",145.208,-36.0586
"Pri/Sec",1824,"O",144.272,-36.7655
"Pri/Sec",1825,"O",142.041,-37.7708
"Pri/Sec",1826,"O",145.139,-37.6135
"Primary",1829,"O",144.687,-37.8573
"Primary",1830,"O",145.245,-37.9257
"Primary",1831,"O",144.792,-37.8751
"Primary",1832,"O",145.315,-38.026
"Primary",1833,"O",144.54,-38.2608
"Secondary",1834,"O",144.771,-37.6991
"Secondary",1835,"O",144.805,-37.6999
"Primary",1836,"O",145.294,-37.7637
"Pri/Sec",1837,"O",145.163,-38.1786
"Special",1838,"O",145.036,-37.8055
"Pri/Sec",1839,"O",142.129,-34.2016
"Pri/Sec",1840,"O",145.416,-36.3275
"Pri/Sec",1841,"O",145.219,-37.8655
"Pri/Sec",1846,"O",144.681,-37.8813
"Pri/Sec",1848,"O",145.364,-38.0847
"Pri/Sec",1849,"O",145.93,-38.1478
"Primary",1850,"O",144.836,-37.7684
"Special",1852,"O",145.109,-37.8668
"Pri/Sec",1855,"O",145.467,-38.0619
"Primary",1856,"O",145.319,-37.8291
"Primary",1857,"O",145.311,-37.8539
"Primary",1858,"O",145.003,-37.6656
"Primary",1859,"O",144.391,-38.0152
"Primary",1860,"O",145.115,-37.5091
"Primary",1861,"O",145.153,-37.7674
"Pri/Sec",1862,"O",144.732,-36.1448
"Pri/Sec",1864,"O",145.346,-37.9189
"Pri/Sec",1866,"O",145.083,-37.8959
"Special",1868,"O",145.509,-37.6845
"Pri/Sec",1869,"O",143.913,-35.7304
"Pri/Sec",1871,"O",145.245,-37.8739
"Pri/Sec",1872,"O",145.877,-38.1428
"Pri/Sec",1874,"O",144.966,-37.7363
"Pri/Sec",1876,"O",145.168,-38.2621
"Primary",1877,"O",144.804,-37.7146
"Primary",1878,"O",144.55,-37.6788
"Primary",1879,"O",145.412,-37.868
"Primary",1881,"O",144.898,-38.3713
"Primary",1882,"O",145.191,-37.9178
"Pri/Sec",1886,"O",146.887,-36.1572
"Primary",1891,"O",145.322,-37.8066
"Primary",1893,"O",145.243,-37.8775
"Pri/Sec",1894,"O",144.56,-37.7003
"Pri/Sec",1895,"O",146.086,-37.0614
"Primary",1897,"O",145.263,-37.9675
"Primary",1898,"O",144.663,-37.91
"Secondary",1899,"O",145.195,-37.9402
"Primary",1901,"O",144.312,-38.3211
"Pri/Sec",1902,"O",145.019,-37.8924
"Secondary",1903,"O",145.964,-38.4667
"Pri/Sec",1904,"O",142.506,-38.3621
"Pri/Sec",1905,"O",145.005,-37.8037
"Pri/Sec",1906,"O",144.722,-37.8526
"Pri/Sec",1908,"O",144.823,-37.7066
"Primary",1909,"O",145.178,-38.1034
"Primary",1910,"O",145.135,-37.6984
"Primary",1911,"O",144.889,-37.6536
"Pri/Sec",1914,"O",145.631,-37.7944
"Secondary",1917,"O",143.557,-35.3419
"Primary",1918,"O",145.267,-38.0393
"Pri/Sec",1919,"O",144.432,-37.6903
"Secondary",1920,"O",145.257,-38.1084
"Pri/Sec",1923,"O",145.143,-38.0012
"Pri/Sec",1924,"O",145.036,-37.7804
"Primary",1926,"O",145.267,-38.0773
"Primary",1929,"O",145.862,-38.1324
"Primary",1930,"O",145.325,-37.7646
"Primary",1931,"O",143.817,-37.5802
"Pri/Sec",1932,"O",144.157,-37.0819
"Pri/Sec",1933,"O",144.953,-37.301
"Pri/Sec",1934,"O",144.931,-37.6558
"Special",1935,"O",146.086,-37.0608
"Pri/Sec",1936,"O",145.149,-37.939
"Pri/Sec",1937,"O",146.845,-36.1167
"Primary",1938,"O",143.546,-35.3776
"Pri/Sec",1939,"O",144.271,-36.762
"Primary",1940,"O",144.361,-36.8045
"Primary",1941,"O",144.955,-37.8362
"Pri/Sec",1942,"O",145.293,-38.1103
"Primary",1943,"O",145.168,-38.2337
"Primary",1944,"O",145.311,-37.9958
"Primary",1945,"O",144.659,-37.8756
"Pri/Sec",1946,"O",144.313,-36.7826
"Pri/Sec",1947,"O",144.93,-37.6686
"Secondary",1949,"O",144.918,-37.6879
"Pri/Sec",1950,"O",144.574,-38.171
"Primary",1951,"O",144.934,-37.6234
"Primary",1952,"O",145.031,-37.8271
"Pri/Sec",1953,"O",144.328,-38.1099
"Primary",1955,"O",144.598,-37.4559
"Primary",1956,"O",145.337,-38.0698
"Pri/Sec",1957,"O",144.667,-37.8553
"Primary",1959,"O",144.772,-37.7003
"Primary",1960,"O",144.706,-37.5191
"Primary",1961,"O",145.019,-37.7044
"Secondary",1962,"O",144.702,-37.8477
"Primary",1963,"O",144.556,-38.188
"Pri/Sec",1964,"O",145.416,-36.3539
"Pri/Sec",1965,"O",144.972,-37.7052
"Pri/Sec",1966,"O",145.624,-38.0832
"Primary",1969,"O",147.578,-37.8412
"Pri/Sec",1972,"O",145.036,-37.734
"Primary",1973,"O",144.325,-38.1855
"Primary",1975,"O",145.388,-37.9598
"Pri/Sec",1978,"O",144.891,-37.6277
"Secondary",1981,"O",145.045,-37.8432
"Primary",1984,"O",143.862,-37.6408
"Secondary",1985,"O",144.304,-38.1877
"Primary",1987,"O",144.737,-37.7477
"Primary",1988,"O",144.28,-38.2633
"Primary",1989,"O",144.6,-37.4534
"Pri/Sec",1990,"O",145.175,-38.014
"Primary",1991,"O",144.753,-37.8926
"Primary",1993,"O",145.298,-38.0554
"Primary",1996,"O",145.716,-38.0933
"Secondary",1997,"O",144.967,-37.8014
"Pri/Sec",1998,"O",145.139,-37.6432
"Special",1999,"O",144.998,-37.8376
"Pri/Sec",2000,"O",144.33,-38.0671
"Secondary",2001,"O",146.514,-38.2009
"Pri/Sec",2003,"O",142.145,-34.2474
"Pri/Sec",2009,"O",145.145,-37.9955
"Pri/Sec",2010,"O",144.943,-37.7412
"Secondary",2016,"O",144.969,-37.8107
"Special",2018,"O",145.19,-37.9815
"Pri/Sec",2019,"O",144.983,-37.8732
"Primary",2021,"O",144.747,-37.6879
"Secondary",2024,"O",144.972,-37.8103
"Primary",2028,"O",145.412,-36.3243
"Primary",2029,"O",146.94,-36.1739
"Secondary",2031,"O",146.889,-36.118
"Pri/Sec",2032,"O",145.091,-37.6433
"Primary",2033,"O",144.729,-37.8908
"Pri/Sec",2035,"O",145.456,-38.0649
"Primary",2036,"O",145.008,-37.8158
"Special",2037,"O",144.286,-36.7555
"Primary",2042,"O",146.694,-36.3667
"Pri/Sec",2043,"O",145.033,-38.2733
"Secondary",2044,"O",144.74,-37.7289
"Pri/Sec",2045,"O",143.844,-37.5929
"Primary",2047,"O",144.983,-37.7788
"Primary",2048,"O",143.872,-37.6126
"Special",2049,"O",145.984,-36.5477
"Secondary",2051,"O",144.909,-37.6153
"Pri/Sec",2052,"O",144.931,-37.568
"Pri/Sec",2054,"O",145.307,-38.14
"Primary",2055,"O",144.933,-37.5752
"Pri/Sec",2056,"O",144.337,-38.2305
"Primary",2057,"O",144.606,-37.8759
"Primary",2058,"O",144.136,-37.3396
"Primary",2059,"O",144.737,-37.7135
"Primary",2060,"O",145.091,-37.5957
"Pri/Sec",2061,"O",145.038,-37.6243
"Secondary",2062,"O",145.926,-38.1782
"Special",2063,"O",146.309,-36.3378
"Pri/Sec",2064,"O",145.175,-38.1926
"Secondary",2065,"O",145.412,-36.3841
"Primary",2067,"O",145.406,-38.0546
"Primary",2068,"O",145.252,-38.059
"Primary",2069,"O",144.761,-37.7907
"Primary",2071,"O",145.322,-37.8595
"Pri/Sec",2072,"O",144.977,-37.8336
"Pri/Sec",2073,"O",144.66,-37.8542
"Pri/Sec",2074,"O",144.74,-37.714
"Special",2075,"O",144.387,-38.1743
"Pri/Sec",2076,"O",145.149,-38.0492
"Pri/Sec",2077,"O",145.026,-37.8882
"Primary",2078,"O",144.698,-37.8483
"Special",2079,"O",144.955,-37.8038
"Pri/Sec",2080,"O",144.929,-37.6978
"Pri/Sec",2081,"O",146.33,-36.3859
"Primary",2082,"O",145.944,-38.5479
"Primary",2083,"O",145.035,-37.9036
"Primary",2084,"O",147.608,-37.8211
"Special",2085,"O",145.337,-38.0393
"Primary",2086,"O",145.999,-36.5475
"Primary",2087,"O",145.013,-37.626
"Primary",2089,"O",144.766,-37.9088
"Primary",2090,"O",145.32,-38.1144
"Special",2091,"O",145.614,-37.7814
"Primary",2092,"O",146.946,-36.1705
"Primary",2093,"O",144.666,-37.8334
"Primary",2094,"O",144.728,-37.8438
"Primary",2095,"O",145.433,-38.0628
"Primary",2096,"O",145.115,-37.5969
"Pri/Sec",2097,"O",145.66,-35.9243
"Secondary",2098,"O",144.222,-36.7317
"Pri/Sec",2099,"O",145.111,-37.9578
"Secondary",2100,"O",144.989,-37.8195
"Pri/Sec",2101,"O",144.533,-37.4457
"Primary",2102,"O",145.149,-37.9669
"Pri/Sec",2103,"O",144.565,-37.7071
"Pri/Sec",2104,"O",145.351,-37.7853
"Special",2105,"O",145.031,-37.8022
"Primary",2106,"O",145.359,-37.9106
"Primary",2107,"O",144.905,-37.8632
"Primary",2108,"O",145.201,-38.5078
